Current price,Origninal price,Listing title,Condition
"£1,577.96GBP","£1,577.96GBP",Hamer USA Monaco Elite Aztec Gold Flame Top Guitar w/COA and Case,Excellent
"£2,754.26GBP","£2,754.26GBP",Music Man Petrucci BFR 6 Balboa Blue,Mint
"£6,907.03GBP","£6,907.03GBP",Travis Bean Artist 1978 White,Very Good
£335.48GBP,£335.48GBP,ESP LTD M-50 FR W/OHSC,Excellent
"£3,022.52GBP","£3,022.52GBP",1978 Gibson Les Paul Standard in Ebony,Very Good
"£2,995GBP","£2,995GBP","2019 Fender Custom Shop 1960 Telecaster Relic White & COA, Tags & Fender Case",Excellent
"£1,204.40GBP","£1,204.40GBP",Fender USA Floyd Rose Classic Stratocaster 50th Anniversary 1996,Excellent
"£1,484.03GBP","£1,484.03GBP",Fender Stratocaster Hardtail 1979 Natural,Very Good
"£3,022.52GBP","£3,022.52GBP",1974 Fender Telecaster Blonde w/ 1970s Wide Range Humbucker & Original Case,Very Good
£513.09GBP,£592.02,"2018 Epiphone Les Paul Standard Black/Ebony Finish, Set Neck, MIC w Gig Bag ~ Near Mint Condition!",Excellent
£418.37GBP,£418.37GBP,Epiphone Les Paul Traditional Pro II + Hard Case,Excellent
"£1,657.69GBP","£2,131.31",Hand Painted Electric Guitar,Mint
"£2,565.47GBP","£3,157.50",Fender Custom Shop David Gilmour NOS Body & 1982 Fullerton AVRI ‘57 Stratocaster Neck w/ Neckplate,Very Good
"£9,867.19GBP","£9,867.19GBP",Fender Jaguar 1964 Candy Apple Red Gold Hardware!,Excellent
"£1,341.11GBP","£1,735.80",1982 Fender Telecaster Standard American USA Maple Neck Deep Blue Electric Guitar W/ Tweed Hardshell,Excellent
£493.36GBP,£493.36GBP,Dean Z 35th Anniversary Trans Brazilia,Good
"£2,007.34GBP","£2,007.34GBP",Gibson Les Paul Classic Goldtop 1995,Very Good
£999GBP,"£1,200",Fender Telecaster Standard USA 2000-2001 Natural,Very Good
£378.90GBP,£378.90GBP,Japan Vintage LP Single cut Fresher 1977 Sunburst,Very Good
£100GBP,£120,EKO VL-480 2010-2011 Black,Mint
£600GBP,£600GBP,Fender Mustang 2017,Mint
"£1,100GBP","£1,100GBP",2000 Fender American Telecaster in Sunburst,Good
"£1,848.62GBP","£1,848.62GBP",Music Man John Petrucci Signature JP6,Very Good
"£4,999GBP","£4,999GBP",Jackson USA Custom Shop Limited Edition Neck-Thru PC1 DX Deluxe Phil Collen Sustainer AAA Quilt Top,Mint
£899.99GBP,"£1,149.99",Epiphone ET-270 Vintage 1970's Cherry Burst Kurt Cobain Nirvana Guitar,Very Good
£977.50GBP,"£1,150",Fender Japan 57 Stratocaster - Fender Custom Shop Fat 50 Pickups - 2003 Made In Japan Turquoise,Excellent
"£1,213.74GBP","£1,213.74GBP",Tokai Love Rock Double cut P90 1980's TV Yellow+case,Excellent
£710.43GBP,£710.43GBP,Used JTV-69S Variax James Tyler,Very Good
£355.22GBP,£551.77,Memphis Vintage Custom Copy Single Cut 1970s Burst Lawsuit Era MIJ,Good
"£1,128.02GBP","£1,128.02GBP",Fender Jeff Beck Stratocaster 2006 Surf Green,Excellent
£986.72GBP,"£1,412.98",ESP E-II HORIZON FM NT 2015,Excellent
"£2,170.77GBP","£2,170.77GBP",2007 Honey Blonde Ash Fender Telecaster Custom Shop 1963 Reissue Heavy Relic Special Order 6.8 Lbs,Mint
"£1,338.58GBP","£1,574.80",Tokai Blazing Fire talbo c 1980 Silver original vintage mij japan super shredder,Good
"£2,138.05GBP","£2,138.05GBP",Tom Anderson Hollow Classic Translucent Blonde,Very Good
£264.88GBP,£302.93,Yamaha Pacifica PAC112J Electric Guitar Stratocaster Blue Soft Case Used in Japan,Good
"£2,940.98GBP","£2,940.98GBP",Suhr Classic S Antique Roasted Surf Green,Mint
"£1,999GBP","£1,999GBP",Paul Reed Smith CE24 2019 Scarlet Red,Mint
£153.65GBP,£180.77,Lotus Stratocaster Reverse Blue Sunburst,Good
"£1,204.40GBP","£1,204.40GBP",Parker Parker NiteFly SA Swamp Ash USA,Very Good
"£2,919.90GBP","£2,919.90GBP",2012 Gibson Custom Shop Historic '68 Reissue Les Paul Custom Black Beauty,Very Good
"£1,399.54GBP","£1,399.54GBP",Gibson Les Paul Deluxe Heritage Cherry Burst serial 150028244,Excellent
£320GBP,£400,Squier J5 Telecaster Frost Gold 2010s,Excellent
"£2,986.73GBP","£2,986.73GBP",Schecter USA Custom Nick Johnston Traditional Atomic Green B-Ware,Excellent
£583.53GBP,£583.53GBP,Fender Player Stratocaster - w/ Dimarzio & Seymour Duncan,Good
"£1,026.19GBP","£1,026.19GBP",Danelectro Doubleneck White,Excellent
"£2,762.81GBP","£2,762.81GBP",Roland G-303 1985 Natural,Excellent
"£3,551.40GBP","£3,551.40GBP",2015 Gibson Les Paul Supreme Florentine Caribbean Blue,Excellent
£924.31GBP,"£1,260.42",LG Pro 2019 Black/Red/Maple/Aluminium,Excellent
"£2,209.46GBP","£2,209.46GBP",2015 Ernie Ball Music Man John Petrucci Majesty with Piezo ~ Arctic Dream,Excellent
"£1,026.19GBP","£1,420.88",Ernie Ball Music Man Axis Super Sport 2008 Rosewood,Very Good
£473.63GBP,£592.03,Charvel Desolation 2011 Blood Red,Excellent
"£3,267.76GBP","£3,641.22",2015 Fender Custom Shop Limited Edition 20th Anniversary Relic Stratocaster Vintage Blonde,Very Good
"£1,857.96GBP","£1,857.96GBP",Ibanez JBM100 - Jake Bowen Signature - Made in Japan - Black,Mint
£886.96GBP,£886.96GBP,Schecter Blackjack C1 FR Black,Mint
£499GBP,£499GBP,Epiphone Les Paul Standard Goldtop,Excellent
£583.53GBP,£583.53GBP,Fender Standard Stratocaster w/Dimarzio,Very Good
"£1,520GBP","£1,520GBP",2016 Fender Richie Kotzen Stratocaster Guitar Guitar - White Blonde,Excellent
"£1,097.23GBP","£1,097.23GBP",Fender American Deluxe 60th Anniversary 2007 Left Handed Siena Burst,Very Good
"£5,383.28GBP","£5,383.28GBP",Fender Stratocaster 2014 Trans Purple Quilt Maple Dale Wilson Masterbuilt,Mint
£931.46GBP,£931.46GBP,Rare pre Caparison Japan custom shop Cobran FG-5 1989 violet superstrat jackson charvel killer,Very Good
"£2,723.34GBP","£2,723.34GBP",Gibson Explorer 1983 Pearl White,Very Good
"£2,706.64GBP","£2,706.64GBP",Schecter USA Custom Shop Hollywood Classic Black Cherry E-Gitarre,Excellent
"£3,258.42GBP","£3,258.42GBP",Fender Mustang 1964 Olympic White,Excellent
£457.84GBP,£457.84GBP,Paul Reed Smith SE Torero Scarlet Red,Fair
"£2,012.24GBP","£2,367.34","Kelton Swade 1957 ""Blackie"" AVRS",Excellent
"£1,213.74GBP","£1,680.56",ESP Telecaster Custom Order 2000 Candy Apple Red,Excellent
"£6,895.90GBP","£6,895.90GBP",Fender Usa 1967 JAZZMASTER Olympic White[0807],Very Good
"£1,983.75GBP","£1,983.75GBP",Sadowsky Custom TL SSH[0807],Very Good
£485.47GBP,£485.47GBP,CoolZ ZST-V/R BLK 2017 Black,Mint
£394.69GBP,£394.69GBP,B. C. Rich Mockingbird 680 GD,Good
"£6,271.77GBP","£6,271.77GBP",Fender Usa MBS Jeff Beck Stratocaster NOS Olympic White by Todd Krause[0807],Very Good
"£2,894.30GBP","£2,894.30GBP",Fender Jaguar CAR L series 1965 (refinished),Excellent
£126.30GBP,£126.30GBP,Squier Bullet Strat with Tremolo HSS Black,Very Good
£886.96GBP,£886.96GBP,Schecter Blackjack C1 FR Black,Mint
£849GBP,£849GBP,"Gibson 2015 Les Paul Special Double Cut Electric Guitar in Heritage Cherry, Pre-Owned",Excellent
"£1,210.10GBP","£1,210.10GBP",Fender USA American Deluxe Stratocaster Inca Silver[0807],Very Good
"£1,878.04GBP","£2,209.46","Kelton Swade 1953 ""Blonde"" AVRI",Excellent
"£5,358.40GBP","£5,358.40GBP",Gibson Custom Ishibashi 80th Anniversary 1959 Les Paul VOS Believer Burst[0807],Very Good
£449.07GBP,£449.07GBP,Fernandes/Burny APG Refinish&MOD[0807],Very Good
"£1,399GBP","£1,399GBP","Ibanez 2018 JEM70V Electric Guitar in Seafoam Green, Pre-Owned",Very Good
£810.61GBP,£810.61GBP,Godin Artisan ST IV Cognac Burst[0807],Very Good
£568.59GBP,£568.59GBP,Ibanez ART120QA Transparent Black Sunburst / Modified,Mint
£505.04GBP,£505.04GBP,Jackson JS32T Warrior Satin Black[0807],Very Good
"£15,787.49GBP","£17,366.24",Gibson Les Paul 1953/58 conversion Blackburst,Very Good
"£1,035.15GBP","£1,035.15GBP",Provision VST-160 WH[0807],Very Good
"£6,058.65GBP","£6,058.65GBP",Fender Usa Master Built Artistry Telecaster by Greg Fessler Art Work by Madison Roy[0807],Very Good
"£3,258.42GBP","£3,258.42GBP",Fender Mustang 1964 Olympic White,Excellent
"£1,878.04GBP","£2,209.46","Kelton Swade 1953 ""Blonde"" AVRI",Excellent
"£4,285.43GBP","£4,285.43GBP",Gibson Custom Shop Class5 Quilted Top 2006 Original Case,Very Good
£650GBP,£800,JERICHO EDGE 6NT EDGE 6NT,Mint
£650GBP,£650GBP,ESP LTD H-1007 See Thru Black seven string guitar,Excellent
"£11,993.61GBP","£11,993.61GBP",Nik Huber Blue Whale Limited #12/25 2016 Ocean Blue,Excellent
"£5,920.31GBP","£5,920.31GBP",1999 Gibson les Paul 59 reissue 40th anniversary,Excellent
"£6,311.05GBP","£6,311.05GBP",MINTY! 1991 Rickenbacker 660/12 Tom Petty Signature Fireglo 1st Year + COA OHSC,Excellent
"£6,993.01GBP","£6,993.01GBP",Gibson 1960 Les Paul Eric Clapton Beano VOS 2011 Sunburst Original Case,Excellent
£946.46GBP,£946.46GBP,1987 Peavey USA Vandenberg Electric Guitar with Original Case,Fair
"£2,708.51GBP","£2,708.51GBP",PRS P22 Santana Yellow 2013,Excellent
"£3,599GBP","£3,599GBP",Paul Reed Smith PRS SC594 Autumn Sky Katalox Fretboard,Mint
£499GBP,£499GBP,Tokai Silver Star 1983,Fair
£393.90GBP,£513.09,2000 Fender Mexican Stratocaster Left Hand Burgandy-Used,Excellent
"£1,399GBP","£1,399GBP","Ibanez 2018 JEM70V Electric Guitar in Seafoam Green, Pre-Owned",Very Good
£185.80GBP,£185.80GBP,Squier Affinity Strat HSS 2007 Candy apple red,Good
"£1,089.33GBP","£1,089.33GBP",Fender 2019 American Professional Stratocaster Electric Guitar with Maple Fingerboard - Natural,Excellent
£510.39GBP,£614.92,"PRS Paul Reed Smith SE TR Mark Tremonti, Grey Black 956 8lbs 12.3oz",Mint
"£1,577.96GBP","£1,736.63",Nash S-81 Heavy Relic HSS Dimarzio Pickups Floyd Rose Orange Sunshine,Excellent
"£1,942.45GBP","£2,285.24",Gibson Les Paul Deluxe LTD 1999 Wine Red Flame Top,Very Good
£473.63GBP,£473.63GBP,ESP LTD Single Cutaway Style Sparkle Gold Top with EMG 81 and 60 pickups Grover tuners,Excellent
£630.21GBP,£728.24,ESP LTD EC-401VF Tobacco Sunburst,Excellent
"£5,521.68GBP","£5,521.68GBP",RARE! Rickenbacker 660/12TP Tom Petty Signature 12-String Guitar Birdseye Maple Fireglo + OHSC,Excellent
"£1,421.35GBP","£1,421.35GBP",Ibanez RG 770dx Laser Blue 1991 Laser Blue,Excellent
£197.34GBP,£197.34GBP,Epiphone SG 2008 Sobe Adrenaline Limited Edition Promo,Excellent
"£1,017.67GBP","£1,017.67GBP",FGN Neo CLASSIC LS 10 old Cutaway !!,Mint
£725GBP,£725GBP,Ibanez Blazer BL 300 1995 Transparent Violin MIJ Japan HSS,Good
"£2,597.40GBP","£2,597.40GBP",Fender Custom Shop S-1 Stratocaster HSS Maple Neck 3 Color Sunburst,Excellent
£410.48GBP,£410.48GBP,Fender ST-STD Stratocaster 1985-1986 made in Japan,Very Good
"£1,184.06GBP","£1,184.06GBP",Fender Telecaster 1985 Blue Floral,Excellent
£410.48GBP,£410.48GBP,Ibanez PGM 30 1997 White,Very Good
£434.16GBP,£434.16GBP,Ibanez Jem 555 1994 Black,Good
"£3,496.50GBP","£3,496.50GBP",PRS Paul Reed Smith Custom 24 Piezo Pattern Regular Black Gold Burst,Mint
£830.94GBP,£933.65,"Ibanez JPM, 7 String Tribute (JEM/UV/JS/RG)",Excellent
"£1,773.93GBP","£1,773.93GBP",Smitty Custom Telecaster 2018 White & Gold,Good
£374.95GBP,£374.95GBP,Paul Reed Smith Santana SE,Excellent
"£1,261.20GBP","£1,261.20GBP",Gibson USA Les Paul Standard Double Cutaway Plus Vintage Sunburst,Very Good
£287.75GBP,£287.75GBP,1990's Fernandes FGZ-400 HSS Superstrat (Foto-Quilt),Good
£745.96GBP,£745.96GBP,Edwards E-KT-125S/QM 2014 Tiger Eye,Excellent
"£1,200GBP","£1,900",Fender Stratocaster 1979 Walnut,Good
£426.26GBP,£426.26GBP,Grover Jackson Soloist SL-2H 1997 Silver,Very Good
£434.16GBP,£434.16GBP,Fender Strat 2016 Purple Haze,Mint
"£1,777.40GBP","£2,091.05",2020 Fano Alt De Facto JM6 Bull Black Aged,Excellent
"£1,085.39GBP","£1,085.39GBP","Fender American Elite Stratocaster 2019, Immaculate condition, OHSC & Paperwork",Excellent
"£2,277.76GBP","£2,277.76GBP","2005 Gretsch G6128-1957 Duo Jet (1957 Spec, Dynasonics, OHSC)",Mint
£116.71GBP,£139.11,Cort G100HH 2019,Mint
£539.18GBP,£539.18GBP,PRS Paul Reed Smith SE Standard 24 Multifoil,Excellent
"£2,762.02GBP","£2,762.02GBP",1978 Gibson Les Paul Standard Natural Finish W/ Original Hardshell Case,Very Good
"£2,594.92GBP","£2,594.92GBP","2003 Fender Custom Shop '1960 Telecaster NOS' (Bound Dakota Red, OHSC)",Very Good
£975GBP,£975GBP,Fender Stratocaster XII 1987 Candy Apple Red MIJ Japan Rare Colour,Very Good
"£3,156.71GBP","£3,156.71GBP",Vintage 1962 Gibson Les Paul SG JR Cherry Red w/ Hard Case,Very Good
"£2,800GBP","£3,258.42",Ibanez JS10th Anniversary chrome 1998 chrome,Fair
£513.09GBP,£513.09GBP,Prs Evil Twin Red/black,Very Good
£602.20GBP,£602.20GBP,Schecter 1280 Sun Valley Super Shredder FR w/ Floyd Rose Tremolo Sea Foam Green,Excellent
£334.65GBP,£393.70,Epiphone Les Paul Custom Electric Guitar 2001 Black,Good
"£2,525.21GBP","£2,525.21GBP",2017 Paul Reed Smith PRS McCarty Flame Top ~ Charcoal Burst Wrap,Mint
"£2,683.20GBP","£3,156.71",Vintage 1962 National Glenwood 95 USA Map Guitar Red w/ Original Case,Very Good
"£1,184.06GBP","£1,184.06GBP",Fender Telecaster 1985 Blue Floral,Excellent
"£2,095GBP","£2,095GBP",2008 GIBSON LES PAUL STANDARD Premium Plus ♚AMAZING !♚LIGHTBURST AAA♚7.7 LBS! Featherweight ♚OHSC,Excellent
£670GBP,£900,Yamaha SX-60 1974 Walnut oil finish,Very Good
£374.95GBP,£374.95GBP,Paul Reed Smith Santana SE,Excellent
£788.59GBP,£788.59GBP,AGUDA Resist 6 string Guitar gloss white,Mint
"£4,025.14GBP","£4,735.46",Knaggs SSC-T2 Pink and White 2019,Excellent
"£3,013.18GBP","£3,630.34","PRS Paul Reed Smith David Grissom 10 Top, Aquamarine 727 8lbs 3.9oz",Mint
£238.08GBP,£280.09,Hagstrom Ultra Swede Seymour Duncan JB hard case burgundy burst,Very Good
"£1,777.40GBP","£2,091.05",2020 Fano Alt De Facto JM6 Bull Black Aged,Excellent
"£3,259.33GBP","£3,259.33GBP",1977 Gibson Les Paul Custom in Natural,Excellent
"£1,085.39GBP","£1,085.39GBP","Fender American Elite Stratocaster 2019, Immaculate condition, OHSC & Paperwork",Excellent
£528.88GBP,£528.88GBP,Ibanez RGA8,Very Good
"£2,131.31GBP","£2,131.31GBP",ESP Phoenix-II 2011 Snow White,Excellent
"£1,302.47GBP","£1,302.47GBP",Fender Mustang 1973 Sunburst,Very Good
£177.61GBP,£217.08,Fernandes Dragon Fly Electric Guitar~Black Gray Quilt w/Gig Bag,Good
"£4,341.56GBP","£4,341.56GBP",Karl Sandoval Randy Rhoads Polka Dot Flying V 2014 White/Black with COA and case,Mint
"£1,599GBP","£1,599GBP",Fender Jimi Hendrix Tribute Voodoo Stratocaster,Very Good
"£1,402.72GBP","£1,402.72GBP","Fender SQUIRE 2005 John Lennon ""Give Peace A Chance"" Hand Painted Peavy Guitar Beatles ~ Free Shippi",Mint
"£1,091.20GBP","£1,283.76",Jackson RR5 F.R. 2008 Bullseye,Good
£943.30GBP,£943.30GBP,G&L ASAT Classic Thinline Semi-Hollow - USA - 1997 Clear Orange,Excellent
£345GBP,£345GBP,Satellite Single Cut 1970s Tobacco burst,Excellent
£737.58GBP,£737.58GBP,Hamer Vector,Mint
None,None,None,None
"£1,200GBP","£1,200GBP",G&L F100 Series II Circa 1981 Electric Guitar in Brown Burst,Good
"£1,526.84GBP","£1,526.84GBP",MIJ YAMAHA SG1802 - BLK 2010,Good
"£2,499.99GBP","£2,499.99GBP","GIBSON USA Les Paul Standard LTD Dark fire ""Red Tiger + Ebony"" (2009).",Mint
"£1,395GBP","£1,395GBP",♚SUPERB♚MINTY 2009 Gibson Les Paul Studio ♚Raw Power Limited Edition ♚GOLD HDWR♚Flame Neck!♚Standard,Excellent
"£1,609.65GBP","£1,893.71",Fender Custom Shop Closet Classic Pine Tele Pro 2011 Copper,Excellent
"£1,599GBP","£1,599GBP",Gibson SG Standard HP-II 2018 Blood Orange Fade,Excellent
£867.52GBP,£867.52GBP,Blade Levinson Texas Deluxe HSS Strat Flame Sunburst c. 1994-95 w/ Hardshell Ca,Very Good
"£78,542.81GBP","£78,542.81GBP","1997 Gibson Custom Shop Slash Signature ""Snakepit"" Les Paul",Very Good
"£3,299GBP","£3,299GBP",2011 Gibson Custom Shop Les Paul Custom in Arctic White & hard shell case,Good
"£1,200GBP","£1,200GBP",Ibanez Biz Moon c.1966,Good
£400GBP,£450,"Unsung Epiphone Les Paul Custom, 3 Pickup SG, Cream/White",Good
£654.53GBP,£788.59,"PRS Paul Reed Smith SE Paul's Guitar w/ Bag, Amber 146 7lbs 1.7oz",Mint
£840.27GBP,£840.27GBP,Fender Telecaster American Special,Good
"£24,999GBP","£24,999GBP",Jackson USA Custom Shop Def Leppard Tour Played Phil Collen Hand-Painted Splatter Signed Guitar PC1,Excellent
£457.49GBP,£457.49GBP,Washburn Ian Scott Murder Weapon,Good
£303.91GBP,£303.91GBP,"4 Strings Bass /6 Strings Lead Double Sided, Double Neck, Busuyi Guitar 2020",Excellent
"£2,380.80GBP","£2,380.80GBP",Ernie Ball Music Man JP6 BFR Bahama Blue Burst,Excellent
£947.25GBP,£947.25GBP,Fender American Standard Stratocaster 2000-2001 Natural,Very Good
"£12,974.61GBP","£12,974.61GBP",Gibson Les Paul Junior 1956 TV Yellow,Excellent
"£1,420.09GBP","£1,420.09GBP",Fender American Standard Stratocaster Sienna Sunburst 2011,Excellent
"£1,890.55GBP","£1,890.55GBP",MINT! LSL Bad Bone Series Left-Handed Electric Guitar Metallic Candy Apple Red HH + OHSC,Mint
"£9,468.55GBP","£9,468.55GBP",2019 Fender Custom Shop Eric Clapton Blind Faith Telecaster Electric Guitar w/OHSC,Excellent
£700.23GBP,£700.23GBP,Ibanez JEM-555 WH White,Very Good
"£1,223.53GBP","£1,223.53GBP",ESP Standard Eclipse-II White,Excellent
"£2,800GBP","£2,800GBP",Suhr Guthrie Govan Natural,Mint
£448.15GBP,£448.15GBP,Jackson DK pile of skulls 2001 PILE OF SKULLS,Very Good
"£1,574.80GBP","£1,574.80GBP",MINTY! 2017 LSL Saticoy HSS Left-Handed Electric Guitar Baked Maple Neck + OHSC,Excellent
"£3,719.39GBP","£3,719.39GBP",Fender Custom Shop 52 Double Bound Telecaster 2020,Mint
"£2,239.82GBP","£2,239.82GBP",Jackson USA Select Series B8 Natural 8 strings,Mint
£390.74GBP,£434.16,Fender Stratocaster HH FSR 2010 Metallic Sunburst,Very Good
£637.42GBP,£749.91,1985 Fender ST-755 Stratocaster Japan Boxer Contemporary System III 3 Tremolo Guitar Metallic Green,Good
"£2,048.43GBP","£2,048.43GBP",Manson Guitars ET-62 E Series Electric Guitar w/ Sustainiac Pickup Black Burst + Gig Bag (3185),Excellent
"£1,402.72GBP","£1,402.72GBP",Fender SQUIRE 2005 Beatles Sgt Peppers Lonely Hand Painted Peavy Guitar Beatles ~ Free Shipping,Mint
"£1,402.72GBP","£1,402.72GBP",Fender SQUIRE 2005 Beatles Magical Mystery Tour Hand Painted Peavy Guitar Beatles ~ Free Shipping,Mint
"£2,680.52GBP","£3,153.55",Gibson Historic R0 1960 Reissue Les Paul Standard Sunburst Guitar Center Exclusive GC,Excellent
"£1,165.91GBP","£1,165.91GBP",Peavy RockMaster 2005 Beatles cartoon Hand Painted Peavy Guitar BEATLES ~ FREE SHIPPING,Mint
"£1,402.72GBP","£1,402.72GBP",FENDER Squire 2005 Beatles Cartoon Hand Painted Guitar ~ Free Shipping,Mint
"£1,400.46GBP","£2,054.01",IBANEZ RGT 320Q RBB PRESTIGE MADE IN JAPAN J.CRAFT DIMARZIO IBZ PICKUPS EDGE PRO,Very Good
"£3,548.24GBP","£3,548.24GBP",MINTY! PRS McCarty 594 Black/Gold Burst Artist Flamed Maple Neck Brazilian Board + OHSC (3170),Excellent
£630.71GBP,£630.71GBP,Fernandes FST-75N 1975,Very Good
"£1,439GBP","£1,439GBP",Beautiful Gibson Les Paul Classic 2017 Goldtop,Good
"£1,141.43GBP","£1,141.43GBP",Fender American Pro Stratocaster Black w/Mint Pickguard USED,Mint
"£3,000GBP","£3,000GBP",Dean USA Signed Ltd Dave Mustaine STRADIVMNT 20/50 2014 Violin Burst,Excellent
"£1,088.43GBP","£1,088.43GBP",Fender【USED】 American Professional Stratocaster Black 2016 [GTK017],Very Good
"£2,176.85GBP","£2,176.85GBP",ACACIA 【USED】 ROMULUS 7 2017[GTK017],Very Good
£300GBP,£300GBP,Dean Dimebag Tribute Black,Very Good
"£1,633.88GBP","£1,633.88GBP",Fender Telecaster '52 Reissue from 2000,Excellent
"£1,128.81GBP","£1,128.81GBP",Schecter KM-7 FR S Keith Merrow Signature 7-String Sustaniac w/ Floyd Rose Lambo Green,Mint
"£1,223.53GBP","£1,223.53GBP",ESP Standard Eclipse-II White,Excellent
£500GBP,£500GBP,Dean Mach 5 Gloss Black Black,Very Good
"£3,000GBP","£3,000GBP",Dean Dean USA Signed Ltd Dave Mustaine STRADIVMNT 18/50 2014 Violin Burst 2014 Vintage Burst,Mint
"£1,167.06GBP","£1,167.06GBP","Fender American Standard Stratocaster Blue Metallic w/ MOD Pickguard, Handle, Pickups + Rigid Case",Good
£469.68GBP,£469.68GBP,Fernandes S-85 PW 1985 Pearl White,Good
"£1,259.49GBP","£1,259.49GBP",Fender American Professional Stratocaster HSS Shawbucker 2017 Sunburst,Mint
£790GBP,£790GBP,Epiphone Les Paul Slash Signature Snakepit 1997/1998 Flame Maple,Mint
"£1,065.66GBP","£1,065.66GBP",Schecter JL-6 FR Jeff Loomis Signature 6-String w/ Floyd Rose Gloss Black,Mint
"£2,428.03GBP","£2,428.03GBP",Fender Japan 【USED】All Rose TL69-115 1985-86[GTK017],Very Good
"£2,930.38GBP","£2,930.38GBP",J.W.Black Guitars 【USED】JWB-S 3TS/R AHS 2018 [GTK017],Very Good
